Designator,Mid X,Mid Y,Rotation,Layer
J101,38.608,-82.545,90.0,top
J102,32.487,-97.78,0.0,top
J103,45.187,-97.78,0.0,top
R101,80.772,-46.736,270.0,top
R102,85.852,-46.736,90.0,top
R103,83.312,-46.736,90.0,top
U101,56.896,-75.565,90.0,top
U102,71.982,-39.37,270.0,top
